date;diaAño;dia;mes;año;trimestre;añoMes;añoTrim;diaSemana;diaSemText;findes;temporada
2018-11-24;328;24;11;2018;4;2018_11;2018_4;6;sábado;Finde;baja
2018-11-25;329;25;11;2018;4;2018_11;2018_4;7;domingo;Finde;baja
2018-11-26;330;26;11;2018;4;2018_11;2018_4;1;lunes;entreSemana;baja
2018-11-27;331;27;11;2018;4;2018_11;2018_4;2;martes;entreSemana;baja
2018-11-28;332;28;11;2018;4;2018_11;2018_4;3;miércoles;entreSemana;baja
2018-11-29;333;29;11;2018;4;2018_11;2018_4;4;jueves;entreSemana;baja
2018-11-30;334;30;11;2018;4;2018_11;2018_4;5;viernes;visperaFinde;baja
2018-12-01;335;1;12;2018;4;2018_12;2018_4;6;sábado;Finde;baja
2018-12-02;336;2;12;2018;4;2018_12;2018_4;7;domingo;Finde;baja
2018-12-03;337;3;12;2018;4;2018_12;2018_4;1;lunes;entreSemana;baja
2018-12-04;338;4;12;2018;4;2018_12;2018_4;2;martes;entreSemana;baja
2018-12-05;339;5;12;2018;4;2018_12;2018_4;3;miércoles;entreSemana;baja
2018-12-06;340;6;12;2018;4;2018_12;2018_4;4;jueves;entreSemana;alta
2018-12-07;341;7;12;2018;4;2018_12;2018_4;5;viernes;visperaFinde;alta
2018-12-08;342;8;12;2018;4;2018_12;2018_4;6;sábado;Finde;alta
2018-12-09;343;9;12;2018;4;2018_12;2018_4;7;domingo;Finde;alta
2018-12-10;344;10;12;2018;4;2018_12;2018_4;1;lunes;entreSemana;baja
2018-12-11;345;11;12;2018;4;2018_12;2018_4;2;martes;entreSemana;baja
2018-12-12;346;12;12;2018;4;2018_12;2018_4;3;miércoles;entreSemana;baja
2018-12-13;347;13;12;2018;4;2018_12;2018_4;4;jueves;entreSemana;baja
2018-12-14;348;14;12;2018;4;2018_12;2018_4;5;viernes;visperaFinde;baja
2018-12-15;349;15;12;2018;4;2018_12;2018_4;6;sábado;Finde;baja
2018-12-16;350;16;12;2018;4;2018_12;2018_4;7;domingo;Finde;baja
2018-12-17;351;17;12;2018;4;2018_12;2018_4;1;lunes;entreSemana;baja
2018-12-18;352;18;12;2018;4;2018_12;2018_4;2;martes;entreSemana;baja
2018-12-19;353;19;12;2018;4;2018_12;2018_4;3;miércoles;entreSemana;baja
2018-12-20;354;20;12;2018;4;2018_12;2018_4;4;jueves;entreSemana;baja
2018-12-21;355;21;12;2018;4;2018_12;2018_4;5;viernes;visperaFinde;baja
2018-12-22;356;22;12;2018;4;2018_12;2018_4;6;sábado;Finde;alta
2018-12-23;357;23;12;2018;4;2018_12;2018_4;7;domingo;Finde;alta
2018-12-24;358;24;12;2018;4;2018_12;2018_4;1;lunes;entreSemana;alta
2018-12-25;359;25;12;2018;4;2018_12;2018_4;2;martes;entreSemana;alta
2018-12-26;360;26;12;2018;4;2018_12;2018_4;3;miércoles;entreSemana;alta
2018-12-27;361;27;12;2018;4;2018_12;2018_4;4;jueves;entreSemana;alta
2018-12-28;362;28;12;2018;4;2018_12;2018_4;5;viernes;visperaFinde;alta
2018-12-29;363;29;12;2018;4;2018_12;2018_4;6;sábado;Finde;alta
2018-12-30;364;30;12;2018;4;2018_12;2018_4;7;domingo;Finde;alta
2018-12-31;1;31;12;2018;1;2018_12;2018_1;1;lunes;entreSemana;alta
2019-01-01;2;1;1;2019;1;2019_1;2019_1;2;martes;entreSemana;alta
2019-01-02;3;2;1;2019;1;2019_1;2019_1;3;miércoles;entreSemana;alta
2019-01-03;4;3;1;2019;1;2019_1;2019_1;4;jueves;entreSemana;alta
2019-01-04;5;4;1;2019;1;2019_1;2019_1;5;viernes;visperaFinde;alta
2019-01-05;6;5;1;2019;1;2019_1;2019_1;6;sábado;Finde;alta
2019-01-06;7;6;1;2019;1;2019_1;2019_1;7;domingo;Finde;alta
2019-01-07;8;7;1;2019;1;2019_1;2019_1;1;lunes;entreSemana;baja
2019-01-08;9;8;1;2019;1;2019_1;2019_1;2;martes;entreSemana;baja
2019-01-09;10;9;1;2019;1;2019_1;2019_1;3;miércoles;entreSemana;baja
2019-01-10;11;10;1;2019;1;2019_1;2019_1;4;jueves;entreSemana;baja
2019-01-11;12;11;1;2019;1;2019_1;2019_1;5;viernes;visperaFinde;baja
2019-01-12;13;12;1;2019;1;2019_1;2019_1;6;sábado;Finde;baja
2019-01-13;14;13;1;2019;1;2019_1;2019_1;7;domingo;Finde;baja
2019-01-14;15;14;1;2019;1;2019_1;2019_1;1;lunes;entreSemana;baja
2019-01-15;16;15;1;2019;1;2019_1;2019_1;2;martes;entreSemana;baja
2019-01-16;17;16;1;2019;1;2019_1;2019_1;3;miércoles;entreSemana;baja
2019-01-17;18;17;1;2019;1;2019_1;2019_1;4;jueves;entreSemana;baja
2019-01-18;19;18;1;2019;1;2019_1;2019_1;5;viernes;visperaFinde;baja
2019-01-19;20;19;1;2019;1;2019_1;2019_1;6;sábado;Finde;baja
2019-01-20;21;20;1;2019;1;2019_1;2019_1;7;domingo;Finde;baja
2019-01-21;22;21;1;2019;1;2019_1;2019_1;1;lunes;entreSemana;baja
2019-01-22;23;22;1;2019;1;2019_1;2019_1;2;martes;entreSemana;baja
2019-01-23;24;23;1;2019;1;2019_1;2019_1;3;miércoles;entreSemana;baja
2019-01-24;25;24;1;2019;1;2019_1;2019_1;4;jueves;entreSemana;baja
2019-01-25;26;25;1;2019;1;2019_1;2019_1;5;viernes;visperaFinde;baja
2019-01-26;27;26;1;2019;1;2019_1;2019_1;6;sábado;Finde;baja
2019-01-27;28;27;1;2019;1;2019_1;2019_1;7;domingo;Finde;baja
2019-01-28;29;28;1;2019;1;2019_1;2019_1;1;lunes;entreSemana;baja
2019-01-29;30;29;1;2019;1;2019_1;2019_1;2;martes;entreSemana;baja
2019-01-30;31;30;1;2019;1;2019_1;2019_1;3;miércoles;entreSemana;baja
2019-01-31;32;31;1;2019;1;2019_1;2019_1;4;jueves;entreSemana;baja
2019-02-01;33;1;2;2019;1;2019_2;2019_1;5;viernes;visperaFinde;baja
2019-02-02;34;2;2;2019;1;2019_2;2019_1;6;sábado;Finde;baja
2019-02-03;35;3;2;2019;1;2019_2;2019_1;7;domingo;Finde;baja
2019-02-04;36;4;2;2019;1;2019_2;2019_1;1;lunes;entreSemana;baja
2019-02-05;37;5;2;2019;1;2019_2;2019_1;2;martes;entreSemana;baja
2019-02-06;38;6;2;2019;1;2019_2;2019_1;3;miércoles;entreSemana;baja
2019-02-07;39;7;2;2019;1;2019_2;2019_1;4;jueves;entreSemana;baja
2019-02-08;40;8;2;2019;1;2019_2;2019_1;5;viernes;visperaFinde;baja
2019-02-09;41;9;2;2019;1;2019_2;2019_1;6;sábado;Finde;baja
2019-02-10;42;10;2;2019;1;2019_2;2019_1;7;domingo;Finde;baja
2019-02-11;43;11;2;2019;1;2019_2;2019_1;1;lunes;entreSemana;baja
2019-02-12;44;12;2;2019;1;2019_2;2019_1;2;martes;entreSemana;baja
2019-02-13;45;13;2;2019;1;2019_2;2019_1;3;miércoles;entreSemana;baja
2019-02-14;46;14;2;2019;1;2019_2;2019_1;4;jueves;entreSemana;baja
2019-02-15;47;15;2;2019;1;2019_2;2019_1;5;viernes;visperaFinde;baja
2019-02-16;48;16;2;2019;1;2019_2;2019_1;6;sábado;Finde;baja
2019-02-17;49;17;2;2019;1;2019_2;2019_1;7;domingo;Finde;baja
2019-02-18;50;18;2;2019;1;2019_2;2019_1;1;lunes;entreSemana;baja
2019-02-19;51;19;2;2019;1;2019_2;2019_1;2;martes;entreSemana;baja
2019-02-20;52;20;2;2019;1;2019_2;2019_1;3;miércoles;entreSemana;baja
2019-02-21;53;21;2;2019;1;2019_2;2019_1;4;jueves;entreSemana;baja
2019-02-22;54;22;2;2019;1;2019_2;2019_1;5;viernes;visperaFinde;baja
2019-02-23;55;23;2;2019;1;2019_2;2019_1;6;sábado;Finde;baja
2019-02-24;56;24;2;2019;1;2019_2;2019_1;7;domingo;Finde;baja
2019-02-25;57;25;2;2019;1;2019_2;2019_1;1;lunes;entreSemana;baja
2019-02-26;58;26;2;2019;1;2019_2;2019_1;2;martes;entreSemana;baja
2019-02-27;59;27;2;2019;1;2019_2;2019_1;3;miércoles;entreSemana;baja
2019-02-28;60;28;2;2019;1;2019_2;2019_1;4;jueves;entreSemana;baja
2019-03-01;61;1;3;2019;1;2019_3;2019_1;5;viernes;visperaFinde;baja
2019-03-02;62;2;3;2019;1;2019_3;2019_1;6;sábado;Finde;baja
2019-03-03;63;3;3;2019;1;2019_3;2019_1;7;domingo;Finde;baja
2019-03-04;64;4;3;2019;1;2019_3;2019_1;1;lunes;entreSemana;baja
2019-03-05;65;5;3;2019;1;2019_3;2019_1;2;martes;entreSemana;baja
2019-03-06;66;6;3;2019;1;2019_3;2019_1;3;miércoles;entreSemana;baja
2019-03-07;67;7;3;2019;1;2019_3;2019_1;4;jueves;entreSemana;baja
2019-03-08;68;8;3;2019;1;2019_3;2019_1;5;viernes;visperaFinde;baja
2019-03-09;69;9;3;2019;1;2019_3;2019_1;6;sábado;Finde;baja
2019-03-10;70;10;3;2019;1;2019_3;2019_1;7;domingo;Finde;baja
2019-03-11;71;11;3;2019;1;2019_3;2019_1;1;lunes;entreSemana;baja
2019-03-12;72;12;3;2019;1;2019_3;2019_1;2;martes;entreSemana;baja
2019-03-13;73;13;3;2019;1;2019_3;2019_1;3;miércoles;entreSemana;baja
2019-03-14;74;14;3;2019;1;2019_3;2019_1;4;jueves;entreSemana;baja
2019-03-15;75;15;3;2019;1;2019_3;2019_1;5;viernes;visperaFinde;baja
2019-03-16;76;16;3;2019;1;2019_3;2019_1;6;sábado;Finde;baja
2019-03-17;77;17;3;2019;1;2019_3;2019_1;7;domingo;Finde;baja
2019-03-18;78;18;3;2019;1;2019_3;2019_1;1;lunes;entreSemana;baja
2019-03-19;79;19;3;2019;1;2019_3;2019_1;2;martes;entreSemana;baja
2019-03-20;80;20;3;2019;1;2019_3;2019_1;3;miércoles;entreSemana;baja
2019-03-21;81;21;3;2019;1;2019_3;2019_1;4;jueves;entreSemana;baja
2019-03-22;82;22;3;2019;1;2019_3;2019_1;5;viernes;visperaFinde;baja
2019-03-23;83;23;3;2019;1;2019_3;2019_1;6;sábado;Finde;baja
2019-03-24;84;24;3;2019;1;2019_3;2019_1;7;domingo;Finde;baja
2019-03-25;85;25;3;2019;1;2019_3;2019_1;1;lunes;entreSemana;baja
2019-03-26;86;26;3;2019;1;2019_3;2019_1;2;martes;entreSemana;baja
2019-03-27;87;27;3;2019;1;2019_3;2019_1;3;miércoles;entreSemana;baja
2019-03-28;88;28;3;2019;1;2019_3;2019_1;4;jueves;entreSemana;baja
2019-03-29;89;29;3;2019;1;2019_3;2019_1;5;viernes;visperaFinde;baja
2019-03-30;90;30;3;2019;1;2019_3;2019_1;6;sábado;Finde;baja
2019-03-31;91;31;3;2019;1;2019_3;2019_1;7;domingo;Finde;baja
2019-04-01;92;1;4;2019;2;2019_4;2019_2;1;lunes;entreSemana;baja
2019-04-02;93;2;4;2019;2;2019_4;2019_2;2;martes;entreSemana;baja
2019-04-03;94;3;4;2019;2;2019_4;2019_2;3;miércoles;entreSemana;baja
2019-04-04;95;4;4;2019;2;2019_4;2019_2;4;jueves;entreSemana;baja
2019-04-05;96;5;4;2019;2;2019_4;2019_2;5;viernes;visperaFinde;baja
2019-04-06;97;6;4;2019;2;2019_4;2019_2;6;sábado;Finde;baja
2019-04-07;98;7;4;2019;2;2019_4;2019_2;7;domingo;Finde;baja
2019-04-08;99;8;4;2019;2;2019_4;2019_2;1;lunes;entreSemana;baja
2019-04-09;100;9;4;2019;2;2019_4;2019_2;2;martes;entreSemana;baja
2019-04-10;101;10;4;2019;2;2019_4;2019_2;3;miércoles;entreSemana;baja
2019-04-11;102;11;4;2019;2;2019_4;2019_2;4;jueves;entreSemana;baja
2019-04-12;103;12;4;2019;2;2019_4;2019_2;5;viernes;visperaFinde;baja
